invoiceno,invoicedate,customerid,country,amount
537616,07.12.2010,16904,United Kingdom,16
537617,07.12.2010,16086,United Kingdom,178
537618,07.12.2010,15061,United Kingdom,2025
537619,07.12.2010,13786,United Kingdom,230
537620,07.12.2010,13880,United Kingdom,98
537621,07.12.2010,777777,United Kingdom,20
537622,07.12.2010,13173,United Kingdom,165
537623,07.12.2010,15858,United Kingdom,386
537624,07.12.2010,12748,United Kingdom,310
537625,07.12.2010,15180,United Kingdom,88
537626,07.12.2010,12347,Iceland,712
537627,07.12.2010,14739,United Kingdom,715
537628,07.12.2010,16293,United Kingdom,379
537629,07.12.2010,17419,United Kingdom,358
537631,07.12.2010,17419,United Kingdom,17
537632,07.12.2010,777777,United Kingdom,13541
537633,07.12.2010,777777,United Kingdom,24
537634,07.12.2010,16775,United Kingdom,233
537635,07.12.2010,16306,United Kingdom,68
537636,07.12.2010,16950,United Kingdom,172
537637,07.12.2010,777777,United Kingdom,16
537638,07.12.2010,777777,United Kingdom,6334
537639,07.12.2010,777777,United Kingdom,0
537640,07.12.2010,777777,United Kingdom,11536
537641,07.12.2010,777777,United Kingdom,1235
537642,07.12.2010,777777,United Kingdom,2160
537643,07.12.2010,777777,United Kingdom,2416
537645,07.12.2010,777777,United Kingdom,2445
537646,07.12.2010,17591,United Kingdom,403
537648,07.12.2010,12839,United Kingdom,403
537649,07.12.2010,13807,United Kingdom,114
537650,07.12.2010,16125,United Kingdom,290
537653,07.12.2010,17897,United Kingdom,267
537654,07.12.2010,777777,United Kingdom,134
537655,07.12.2010,15081,United Kingdom,110
537657,07.12.2010,18102,United Kingdom,9638
537658,07.12.2010,18102,United Kingdom,395
537659,07.12.2010,18102,United Kingdom,15885
537664,07.12.2010,15024,United Kingdom,47
537665,07.12.2010,16365,United Kingdom,140
537666,07.12.2010,777777,United Kingdom,5067
537667,08.12.2010,17870,United Kingdom,326
537668,08.12.2010,14821,United Kingdom,49
537669,08.12.2010,16863,United Kingdom,162
537670,08.12.2010,13078,United Kingdom,513
537671,08.12.2010,13267,United Kingdom,327
537672,08.12.2010,13050,United Kingdom,329
537673,08.12.2010,12709,Germany,523
537674,08.12.2010,15628,United Kingdom,316
537675,08.12.2010,777777,United Kingdom,5
537676,08.12.2010,12386,Australia,259
537678,08.12.2010,16779,United Kingdom,356
537679,08.12.2010,777777,United Kingdom,24
537680,08.12.2010,13599,United Kingdom,252
537681,08.12.2010,13329,United Kingdom,303
537682,08.12.2010,13599,United Kingdom,100
537683,08.12.2010,12921,United Kingdom,363
537685,08.12.2010,18077,United Kingdom,205
537686,08.12.2010,14744,United Kingdom,224
537687,08.12.2010,777777,United Kingdom,0
537688,08.12.2010,17406,United Kingdom,699
537689,08.12.2010,15750,United Kingdom,301
537690,08.12.2010,13983,United Kingdom,327
537691,08.12.2010,13842,United Kingdom,312
537692,08.12.2010,14796,United Kingdom,673
537693,08.12.2010,12441,France,173
537694,08.12.2010,14901,United Kingdom,159
537698,08.12.2010,13199,United Kingdom,468
537700,08.12.2010,18229,United Kingdom,309
537707,08.12.2010,14032,United Kingdom,304
537738,08.12.2010,17706,United Kingdom,289
537743,08.12.2010,17706,United Kingdom,153
537751,08.12.2010,17706,United Kingdom,39
537754,08.12.2010,16081,United Kingdom,158
537755,08.12.2010,16525,United Kingdom,412
537757,08.12.2010,17975,United Kingdom,314
537758,08.12.2010,16122,United Kingdom,106
537759,08.12.2010,13126,United Kingdom,204
537760,08.12.2010,15973,United Kingdom,307
537761,08.12.2010,13126,United Kingdom,20
537762,08.12.2010,16558,United Kingdom,570
537764,08.12.2010,16893,United Kingdom,148
537765,08.12.2010,14606,United Kingdom,214
537766,08.12.2010,17677,United Kingdom,651
537767,08.12.2010,15100,United Kingdom,350
537768,08.12.2010,15750,United Kingdom,40
537769,08.12.2010,15021,United Kingdom,206
537770,08.12.2010,15529,United Kingdom,295
537771,08.12.2010,15498,United Kingdom,452
537772,08.12.2010,18043,United Kingdom,317
537773,08.12.2010,16016,United Kingdom,385
537774,08.12.2010,14060,United Kingdom,280
537775,08.12.2010,17722,United Kingdom,909
537780,08.12.2010,17324,United Kingdom,127
537781,08.12.2010,17341,United Kingdom,522
537789,08.12.2010,14051,United Kingdom,624
537791,08.12.2010,16233,United Kingdom,148
537792,08.12.2010,16385,United Kingdom,148
537793,08.12.2010,15032,United Kingdom,2748
537794,08.12.2010,16713,United Kingdom,419
537795,08.12.2010,17213,United Kingdom,313
537796,08.12.2010,18061,United Kingdom,407
537799,08.12.2010,15916,United Kingdom,142
537800,08.12.2010,12748,United Kingdom,72
537801,08.12.2010,15221,United Kingdom,403
537802,08.12.2010,13455,United Kingdom,696
537803,08.12.2010,15916,United Kingdom,90
537804,08.12.2010,12748,United Kingdom,133
537806,08.12.2010,13113,United Kingdom,373
537808,08.12.2010,15311,United Kingdom,252
537809,08.12.2010,14217,United Kingdom,119
537810,08.12.2010,15032,United Kingdom,24
537811,08.12.2010,17262,United Kingdom,269
537813,08.12.2010,18259,United Kingdom,377
537815,08.12.2010,17676,United Kingdom,301
537816,08.12.2010,16679,United Kingdom,130
537817,08.12.2010,18269,United Kingdom,169
537818,08.12.2010,12766,Portugal,1153
537819,08.12.2010,15298,United Kingdom,397
537822,08.12.2010,13523,United Kingdom,565
537823,08.12.2010,777777,United Kingdom,6101
537825,08.12.2010,15005,United Kingdom,220
537826,08.12.2010,15581,United Kingdom,273
537827,08.12.2010,15332,Lithuania,63
537828,08.12.2010,15680,United Kingdom,479
537829,08.12.2010,15498,United Kingdom,523
537830,08.12.2010,13649,United Kingdom,200
537831,08.12.2010,17894,United Kingdom,108
537833,08.12.2010,13270,United Kingdom,590
537836,08.12.2010,14866,United Kingdom,104
537837,08.12.2010,13077,United Kingdom,314
537839,08.12.2010,777777,United Kingdom,11
537840,08.12.2010,13531,United Kingdom,308
537841,08.12.2010,13848,United Kingdom,320
537842,08.12.2010,13140,United Kingdom,160
537843,08.12.2010,15713,United Kingdom,171
537844,08.12.2010,17999,United Kingdom,193
537845,08.12.2010,17690,United Kingdom,72
537846,08.12.2010,15347,United Kingdom,202
537847,08.12.2010,14766,United Kingdom,181
537848,08.12.2010,13777,United Kingdom,180
537849,08.12.2010,13777,United Kingdom,75
537850,08.12.2010,16722,United Kingdom,313
537851,08.12.2010,13758,United Kingdom,356
537852,08.12.2010,17340,United Kingdom,2669
537854,08.12.2010,13984,United Kingdom,154
537855,08.12.2010,15996,United Kingdom,264
537858,08.12.2010,777777,United Kingdom,27
537859,08.12.2010,14030,United Kingdom,670
537861,08.12.2010,16596,United Kingdom,122
537862,08.12.2010,12971,United Kingdom,112
537863,08.12.2010,14030,United Kingdom,6
537864,08.12.2010,16700,United Kingdom,339
537865,08.12.2010,16011,United Kingdom,239
537866,08.12.2010,17655,United Kingdom,677
537867,08.12.2010,16717,United Kingdom,309
537868,08.12.2010,12433,Norway,1866
537870,08.12.2010,777777,United Kingdom,0
537871,08.12.2010,12748,United Kingdom,165
537872,08.12.2010,777777,United Kingdom,0
537873,08.12.2010,777777,United Kingdom,0
537874,08.12.2010,777777,United Kingdom,0
537875,08.12.2010,777777,United Kingdom,0
537876,08.12.2010,777777,United Kingdom,0
537877,08.12.2010,777777,United Kingdom,0
537878,08.12.2010,777777,United Kingdom,0
537879,09.12.2010,14243,United Kingdom,213
537880,09.12.2010,12963,United Kingdom,366
537881,09.12.2010,15513,United Kingdom,959
537882,09.12.2010,15079,United Kingdom,143
537883,09.12.2010,14437,United Kingdom,62
537884,09.12.2010,15694,United Kingdom,526
537885,09.12.2010,12942,United Kingdom,262
537886,09.12.2010,15660,United Kingdom,209
537887,09.12.2010,18092,United Kingdom,1485
537888,09.12.2010,15358,United Kingdom,522
537889,09.12.2010,13319,United Kingdom,670
537890,09.12.2010,15358,United Kingdom,100
537891,09.12.2010,13319,United Kingdom,88
537892,09.12.2010,12481,Germany,161
537894,09.12.2010,12621,Germany,467
537895,09.12.2010,14299,United Kingdom,429
537896,09.12.2010,18071,United Kingdom,260
537897,09.12.2010,12683,France,215
537898,09.12.2010,17377,United Kingdom,368
537899,09.12.2010,12755,Japan,3794
537900,09.12.2010,15983,United Kingdom,381
537901,09.12.2010,13854,United Kingdom,309
537915,09.12.2010,12797,Portugal,255
537955,09.12.2010,16782,United Kingdom,380
537963,09.12.2010,13369,United Kingdom,308
537967,09.12.2010,12494,France,58
537981,09.12.2010,17857,United Kingdom,1336
537995,09.12.2010,12712,Germany,296
537999,09.12.2010,777777,United Kingdom,0
538000,09.12.2010,12748,United Kingdom,101
538001,09.12.2010,777777,United Kingdom,0
538002,09.12.2010,14932,Channel Islands,365
538003,09.12.2010,12429,Denmark,1282
538004,09.12.2010,777777,United Kingdom,0
538005,09.12.2010,13090,United Kingdom,833
538006,09.12.2010,14987,United Kingdom,164
538007,09.12.2010,14355,United Kingdom,175
538008,09.12.2010,12683,France,844
538009,09.12.2010,14911,EIRE,950
538010,09.12.2010,17526,United Kingdom,225
538011,09.12.2010,14896,United Kingdom,256
538012,09.12.2010,14527,United Kingdom,223
538013,09.12.2010,17062,United Kingdom,117
538014,09.12.2010,14440,United Kingdom,656
538015,09.12.2010,13240,United Kingdom,225
538032,09.12.2010,14479,United Kingdom,176
538035,09.12.2010,16065,United Kingdom,380
538036,09.12.2010,777777,United Kingdom,0
538037,09.12.2010,17430,United Kingdom,113
538038,09.12.2010,777777,United Kingdom,0
538039,09.12.2010,777777,United Kingdom,0
538040,09.12.2010,16520,United Kingdom,331
538041,09.12.2010,777777,United Kingdom,0
538042,09.12.2010,777777,United Kingdom,0
538043,09.12.2010,777777,United Kingdom,0
538044,09.12.2010,777777,United Kingdom,21
538045,09.12.2010,777777,United Kingdom,0
538046,09.12.2010,777777,United Kingdom,0
538047,09.12.2010,777777,United Kingdom,0
538048,09.12.2010,15945,United Kingdom,181
538049,09.12.2010,12748,United Kingdom,18
538050,09.12.2010,12748,United Kingdom,16
538051,09.12.2010,18041,United Kingdom,203
538053,09.12.2010,15856,United Kingdom,1572
538054,09.12.2010,777777,United Kingdom,0
538055,09.12.2010,777777,United Kingdom,0
538056,09.12.2010,17198,United Kingdom,249
538057,09.12.2010,13102,United Kingdom,316
538058,09.12.2010,777777,United Kingdom,0
538060,09.12.2010,777777,United Kingdom,6
538061,09.12.2010,777777,United Kingdom,0
538063,09.12.2010,18102,United Kingdom,1914
538064,09.12.2010,15271,United Kingdom,116
538065,09.12.2010,13982,United Kingdom,429
538067,09.12.2010,15288,United Kingdom,166
538068,09.12.2010,17978,United Kingdom,301
538069,09.12.2010,16795,United Kingdom,419
538070,09.12.2010,16519,United Kingdom,103
538071,09.12.2010,777777,United Kingdom,7294
538072,09.12.2010,777777,United Kingdom,0
538073,09.12.2010,17816,United Kingdom,15
538074,09.12.2010,777777,United Kingdom,0
538076,09.12.2010,15311,United Kingdom,271
538077,09.12.2010,14667,United Kingdom,688
538078,09.12.2010,16255,United Kingdom,376
538079,09.12.2010,17671,United Kingdom,395
538080,09.12.2010,17646,United Kingdom,249
538086,09.12.2010,12872,United Kingdom,377
538087,09.12.2010,17339,United Kingdom,60
538090,09.12.2010,777777,United Kingdom,0
538092,09.12.2010,777777,United Kingdom,0
538093,09.12.2010,12682,France,736
538094,09.12.2010,13117,United Kingdom,186
538095,09.12.2010,17097,Spain,177
538096,09.12.2010,777777,United Kingdom,4
538097,09.12.2010,15192,United Kingdom,317
538101,09.12.2010,15380,United Kingdom,230
538104,09.12.2010,17950,United Kingdom,189
538106,09.12.2010,17950,United Kingdom,72
538107,09.12.2010,12826,United Kingdom,156
538108,09.12.2010,17456,United Kingdom,248
538113,09.12.2010,15811,United Kingdom,291
538116,09.12.2010,13327,United Kingdom,683
538117,09.12.2010,13327,United Kingdom,59
538120,09.12.2010,17017,United Kingdom,144
538125,09.12.2010,18225,United Kingdom,30
538126,09.12.2010,17838,United Kingdom,219
538127,09.12.2010,777777,United Kingdom,8
538128,09.12.2010,777777,United Kingdom,0
538129,09.12.2010,777777,United Kingdom,0
538130,09.12.2010,777777,United Kingdom,0
538131,09.12.2010,777777,United Kingdom,0
538132,09.12.2010,777777,United Kingdom,0
538133,09.12.2010,777777,United Kingdom,0
538134,09.12.2010,777777,United Kingdom,0
538135,09.12.2010,777777,United Kingdom,0
538136,09.12.2010,777777,United Kingdom,0
538137,09.12.2010,777777,United Kingdom,0
538138,09.12.2010,777777,United Kingdom,0
538139,09.12.2010,777777,United Kingdom,0
538140,09.12.2010,777777,United Kingdom,0
538141,09.12.2010,777777,United Kingdom,0
538142,09.12.2010,777777,United Kingdom,0
538143,09.12.2010,777777,United Kingdom,0
538144,09.12.2010,777777,United Kingdom,0
538145,09.12.2010,15211,United Kingdom,387
538146,09.12.2010,15596,United Kingdom,404
538147,09.12.2010,13090,United Kingdom,15
538148,09.12.2010,777777,United Kingdom,2214
538149,09.12.2010,777777,United Kingdom,2440
538151,09.12.2010,16163,United Kingdom,441
538153,09.12.2010,777777,United Kingdom,3088
538154,09.12.2010,777777,United Kingdom,292
538155,09.12.2010,16907,United Kingdom,182
538156,09.12.2010,15555,United Kingdom,622
538157,09.12.2010,17576,United Kingdom,121
538158,09.12.2010,777777,United Kingdom,0
538159,09.12.2010,777777,United Kingdom,0
538160,09.12.2010,777777,United Kingdom,0
538161,09.12.2010,777777,United Kingdom,0
538162,09.12.2010,777777,United Kingdom,0
538163,09.12.2010,17841,United Kingdom,261
538165,09.12.2010,14031,United Kingdom,186
538166,09.12.2010,17965,United Kingdom,119
538167,09.12.2010,14713,United Kingdom,300
538168,09.12.2010,14702,United Kingdom,321
538169,09.12.2010,13230,United Kingdom,95
538170,09.12.2010,13969,United Kingdom,320
538171,09.12.2010,17530,United Kingdom,302
538172,10.12.2010,15805,United Kingdom,372
538173,10.12.2010,777777,United Kingdom,0
538174,10.12.2010,12471,Germany,1979
538175,10.12.2010,12471,Germany,378
538176,10.12.2010,17675,United Kingdom,402
538177,10.12.2010,777777,United Kingdom,6294
538178,10.12.2010,17696,United Kingdom,159
538179,10.12.2010,17696,United Kingdom,18
538180,10.12.2010,13418,United Kingdom,371
538181,10.12.2010,17076,United Kingdom,152
538182,10.12.2010,17827,United Kingdom,117
538183,10.12.2010,16265,United Kingdom,651
538184,10.12.2010,17880,United Kingdom,461
538185,10.12.2010,16265,United Kingdom,189
538186,10.12.2010,13000,United Kingdom,202
538187,10.12.2010,16499,United Kingdom,219
538188,10.12.2010,777777,United Kingdom,3
538190,10.12.2010,17790,United Kingdom,129
538191,10.12.2010,15061,United Kingdom,5372
538192,10.12.2010,15061,United Kingdom,135
538193,10.12.2010,15061,United Kingdom,68
538194,10.12.2010,17790,United Kingdom,1
538195,10.12.2010,15061,United Kingdom,337
538196,10.12.2010,12731,France,1072
538197,10.12.2010,14419,United Kingdom,125
538198,10.12.2010,17827,United Kingdom,926
538199,10.12.2010,14082,United Kingdom,184
538200,10.12.2010,17912,United Kingdom,93
538201,10.12.2010,15723,United Kingdom,205
538202,10.12.2010,14667,United Kingdom,276
538203,10.12.2010,13767,United Kingdom,187
538204,10.12.2010,16656,United Kingdom,430
538205,10.12.2010,12748,United Kingdom,333
538206,10.12.2010,17827,United Kingdom,237
538207,10.12.2010,12748,United Kingdom,268
538208,10.12.2010,14037,United Kingdom,114
538209,10.12.2010,12748,United Kingdom,181
538210,10.12.2010,14256,United Kingdom,526
538211,10.12.2010,17690,United Kingdom,240
538216,10.12.2010,14543,United Kingdom,255
538240,10.12.2010,16062,United Kingdom,247
538241,10.12.2010,777777,United Kingdom,0
538247,10.12.2010,777777,United Kingdom,0
538248,10.12.2010,18116,United Kingdom,139
538249,10.12.2010,777777,United Kingdom,0
538250,10.12.2010,18118,United Kingdom,135
538252,10.12.2010,16019,United Kingdom,220
538255,10.12.2010,14911,EIRE,1157
538260,10.12.2010,18178,United Kingdom,303
538263,10.12.2010,18065,United Kingdom,228
538268,10.12.2010,18065,United Kingdom,117
538279,10.12.2010,14952,United Kingdom,689
538280,10.12.2010,12748,United Kingdom,612
538283,10.12.2010,12748,United Kingdom,10
538288,10.12.2010,12748,United Kingdom,2
538296,10.12.2010,13148,United Kingdom,311
538306,10.12.2010,12989,United Kingdom,202
538307,10.12.2010,14667,United Kingdom,213
538308,10.12.2010,14107,United Kingdom,364
538309,10.12.2010,15881,United Kingdom,115
538310,10.12.2010,15529,United Kingdom,26
538311,10.12.2010,12785,Portugal,313
538312,10.12.2010,16727,United Kingdom,272
538313,10.12.2010,15514,United Kingdom,1140
538327,10.12.2010,15514,United Kingdom,401
538342,10.12.2010,15514,United Kingdom,40
538343,10.12.2010,13448,United Kingdom,384
538345,10.12.2010,13787,United Kingdom,107
538346,10.12.2010,17865,United Kingdom,752
538347,10.12.2010,17220,United Kingdom,319
538348,10.12.2010,777777,United Kingdom,0
538349,10.12.2010,777777,United Kingdom,6624
538351,10.12.2010,777777,United Kingdom,12634
538352,10.12.2010,16565,United Kingdom,174
538353,10.12.2010,13798,United Kingdom,3765
538354,10.12.2010,16873,United Kingdom,2156
538355,10.12.2010,17912,United Kingdom,10
538356,10.12.2010,14062,United Kingdom,968
538358,10.12.2010,777777,United Kingdom,23
538359,10.12.2010,777777,United Kingdom,0
538360,10.12.2010,777777,United Kingdom,0
538361,10.12.2010,17757,United Kingdom,157
538363,10.12.2010,18016,United Kingdom,158
538364,10.12.2010,14448,United Kingdom,102
